anzsco_code,occupation,education,percentage
839413,Wood and Wood Products Factory Workers,Advanced Diploma/ Diploma ,3.6
839911,Cement and Concrete Plant Workers,Advanced Diploma/ Diploma ,2.5
839912,Chemical Plant Workers,Advanced Diploma/ Diploma ,7.6
839913,Clay Processing Factory Workers,Advanced Diploma/ Diploma ,1.6
839914,Fabric and Textile Factory Workers,Advanced Diploma/ Diploma ,7.5
839915,Footwear Factory Workers,Advanced Diploma/ Diploma ,2.9
839916,Glass Processing Workers,Advanced Diploma/ Diploma ,3.4
839917,Hide and Skin Processing Workers,Advanced Diploma/ Diploma ,4.7
839918,Recycling Workers,Advanced Diploma/ Diploma ,2.8
839999,Factory Process Workers (not covered elsewhere),Advanced Diploma/ Diploma ,4.1
841211,Fruit and Nut Farm Workers,Advanced Diploma/ Diploma ,4.9
841212,Fruit and Nut Pickers,Advanced Diploma/ Diploma ,5.4
841213,"Grain, Oilseed and Pasture Farm Workers",Advanced Diploma/ Diploma ,4.5
841214,Vegetable Farm Workers,Advanced Diploma/ Diploma ,5.8
841215,Vegetable Pickers,Advanced Diploma/ Diploma ,6.0
841216,Vineyard Workers,Advanced Diploma/ Diploma ,5.6
841217,Mushroom Pickers,Advanced Diploma/ Diploma ,6.4
841299,Other Crop Farm Workers,Advanced Diploma/ Diploma ,5.3
841311,Forestry Workers,Advanced Diploma/ Diploma ,7.0
841312,Logging Assistants,Advanced Diploma/ Diploma ,5.2
841313,Tree Fallers,Advanced Diploma/ Diploma ,2.7
841411,Garden Labourers,Advanced Diploma/ Diploma ,6.0
841412,Nursery Hands (Horticulture),Advanced Diploma/ Diploma ,8.1
841511,Beef Cattle Farm Workers,Advanced Diploma/ Diploma ,5.5
841512,Dairy Cattle Farm Workers,Advanced Diploma/ Diploma ,4.8
841513,Mixed Livestock Farm Workers,Advanced Diploma/ Diploma ,7.3
841514,Poultry Farm Workers,Advanced Diploma/ Diploma ,4.5
841515,Sheep Farm Workers,Advanced Diploma/ Diploma ,6.2
841516,Stablehands,Advanced Diploma/ Diploma ,6.7
841517,Wool Handlers,Advanced Diploma/ Diploma ,3.2
841599,Other Livestock Farm Workers,Advanced Diploma/ Diploma ,5.0
841911,Hunter-Trappers,Advanced Diploma/ Diploma ,3.1
841913,Pest Controllers,Advanced Diploma/ Diploma ,7.4
841999,"Farm, Forestry and Garden Workers (not covered elsewhere)",Advanced Diploma/ Diploma ,10.7
851211,Pastrycook's Assistants,Advanced Diploma/ Diploma ,5.2
851299,Other Food Trades Assistants,Advanced Diploma/ Diploma ,6.6
891111,Freight Handlers (Rail or Road),Advanced Diploma/ Diploma ,6.1
891112,Truck Driver's Offsiders,Advanced Diploma/ Diploma ,5.1
891113,Waterside Workers,Advanced Diploma/ Diploma ,5.7
899211,Deck Hands,Advanced Diploma/ Diploma ,9.8
899212,Fishing Hands,Advanced Diploma/ Diploma ,3.8
899411,Motor Vehicle Parts and Accessories Fitters (General),Advanced Diploma/ Diploma ,5.0
899412,Autoglaziers,Advanced Diploma/ Diploma ,3.3
899413,Exhaust and Muffler Repairers,Advanced Diploma/ Diploma ,1.6
899414,Radiator Repairers,Advanced Diploma/ Diploma ,3.3
899415,Tyre Fitters,Advanced Diploma/ Diploma ,2.1
899511,Printer's Assistants,Advanced Diploma/ Diploma ,7.3
899512,Printing Table Workers,Advanced Diploma/ Diploma ,4.0
899911,Bicycle Mechanics,Advanced Diploma/ Diploma ,8.5
899912,Car Park Attendants,Advanced Diploma/ Diploma ,11.6
899913,Crossing Supervisors,Advanced Diploma/ Diploma ,8.6
899914,Electrical and Telecommunications Trades Assistants,Advanced Diploma/ Diploma ,4.8
899915,Leaflet and Newspaper Deliverers,Advanced Diploma/ Diploma ,6.5
899916,Mechanic's Assistants,Advanced Diploma/ Diploma ,5.0
899917,Railways Assistants,Advanced Diploma/ Diploma ,11.6
899918,Sign Erectors,Advanced Diploma/ Diploma ,7.2
899921,Ticket Collectors and Ushers,Advanced Diploma/ Diploma ,7.8
899922,Trolley Collectors,Advanced Diploma/ Diploma ,6.6
899923,Road Traffic Controllers,Advanced Diploma/ Diploma ,7.6
899999,Labourers (not covered elsewhere),Advanced Diploma/ Diploma ,6.1
1111,Chief Executives and Managing Directors,Certificate III/ IV ,11.8
1112,General Managers,Certificate III/ IV ,11.6
1113,Legislators,Certificate III/ IV ,9.5
1211,Aquaculture Farmers,Certificate III/ IV ,20.7
1212,Crop Farmers,Certificate III/ IV ,18.2
1213,Livestock Farmers,Certificate III/ IV ,19.6
1214,Mixed Crop and Livestock Farmers,Certificate III/ IV ,20.1
1311,"Advertising, Public Relations and Sales Manager",Certificate III/ IV ,10.1
1321,Corporate Services Managers,Certificate III/ IV ,12.4
1322,Finance Managers,Certificate III/ IV ,4.3
1323,Human Resource Managers,Certificate III/ IV ,9.2
1324,Policy and Planning Managers,Certificate III/ IV ,5.0
1325,Research and Development Managers,Certificate III/ IV ,3.8
1331,Construction Managers,Certificate III/ IV ,38.8
1332,Engineering Managers,Certificate III/ IV ,10.8
1333,"Importers, Exporters and Wholesalers",Certificate III/ IV ,15.6
1334,Manufacturers,Certificate III/ IV ,26.3
1335,Production Managers,Certificate III/ IV ,26.4
1336,"Supply, Distribution and Procurement Managers",Certificate III/ IV ,14.7
1341,Child Care Centre Managers,Certificate III/ IV ,5.6
1342,Health and Welfare Services Managers,Certificate III/ IV ,10.3
1343,School Principals,Certificate III/ IV ,0.2
1344,Other Education Managers,Certificate III/ IV ,4.0
1351,ICT Managers,Certificate III/ IV ,5.4
1391,Commissioned Officers (Management),Certificate III/ IV ,10.5
1392,Senior Non-Commissioned Defence Force Officers,Certificate III/ IV ,25.3
1399,Other Specialist Managers,Certificate III/ IV ,11.9
1411,Cafe and Restaurant Managers,Certificate III/ IV ,16.8
1412,Caravan Park and Camping Ground Managers,Certificate III/ IV ,27.3
1413,Hotel and Motel Managers,Certificate III/ IV ,17.6
1414,Licensed Club Managers,Certificate III/ IV ,21.1
1419,Other Accommodation and Hospitality Managers,Certificate III/ IV ,16.8
1421,Retail Managers,Certificate III/ IV ,17.8
1491,"Amusement, Fitness and Sports Centre Managers",Certificate III/ IV ,23.2
1492,"Call, Contact Centre and Customer Service Managers",Certificate III/ IV ,24.5
1493,Conference and Event Organisers,Certificate III/ IV ,10.1
1494,Transport Services Managers,Certificate III/ IV ,25.5
1499,"Other Hospitality, Retail and Service Managers",Certificate III/ IV ,24.8
2111,"Actors, Dancers and Other Entertainers",Certificate III/ IV ,11.3
2112,Music Professionals,Certificate III/ IV ,6.6
2113,Photographers,Certificate III/ IV ,11.8
2114,Visual Arts and Crafts Professionals,Certificate III/ IV ,10.8
2121,"Artistic Directors, Media Producers and Presenters",Certificate III/ IV ,5.5
2122,"Authors, and Book and Script Editors",Certificate III/ IV ,3.1
2123,"Film, Television, Radio and Stage Directors",Certificate III/ IV ,6.8
2124,Journalists and Other Writers,Certificate III/ IV ,3.9
2211,Accountants,Certificate III/ IV ,1.9
2212,"Auditors, Company Secretaries and Corporate Treasurers",Certificate III/ IV ,5.1
2221,Financial Brokers,Certificate III/ IV ,8.6
2222,Financial Dealers,Certificate III/ IV ,3.8
2223,Financial Investment Advisers and Managers,Certificate III/ IV ,2.8
2231,Human Resource Professionals,Certificate III/ IV ,12.5
2232,ICT Trainers,Certificate III/ IV ,14.2
2233,Training and Development Professionals,Certificate III/ IV ,21.3
2241,"Actuaries, Mathematicians and Statisticians",Certificate III/ IV ,1.3
2242,"Archivists, Curators and Records Managers",Certificate III/ IV ,7.6
2243,Economists,Certificate III/ IV ,0.5
2244,Intelligence and Policy Analysts,Certificate III/ IV ,4.1
2245,Land Economists and Valuers,Certificate III/ IV ,5.7
2246,Librarians,Certificate III/ IV ,3.5
2247,Management and Organisation Analysts,Certificate III/ IV ,4.7
2249,Other Information and Organisation Professionals,Certificate III/ IV ,6.5
2251,Advertising and Marketing Professionals,Certificate III/ IV ,4.6
2252,ICT Sales Professionals,Certificate III/ IV ,7.5
2253,Public Relations Professionals,Certificate III/ IV ,4.0
2254,Technical Sales Representatives,Certificate III/ IV ,19.7
2311,Air Transport Professionals,Certificate III/ IV ,10.2
2312,Marine Transport Professionals,Certificate III/ IV ,26.8
2321,Architects and Landscape Architects,Certificate III/ IV ,0.9
2322,Surveyors and Spatial Scientists,Certificate III/ IV ,7.0
2323,"Fashion, Industrial and Jewellery Designers",Certificate III/ IV ,7.2
2324,"Graphic and Web Designers, and Illustrators",Certificate III/ IV ,6.6
2325,Interior Designers,Certificate III/ IV ,6.2
2326,Urban and Regional Planners,Certificate III/ IV ,3.1
2331,Chemical and Materials Engineers,Certificate III/ IV ,2.0
2332,Civil Engineering Professionals,Certificate III/ IV ,1.9
2333,Electrical Engineers,Certificate III/ IV ,4.7
2334,Electronics Engineers,Certificate III/ IV ,4.5
2335,"Industrial, Mechanical and Production Engineers",Certificate III/ IV ,7.3
2336,Mining Engineers,Certificate III/ IV ,3.7
2339,Other Engineering Professionals,Certificate III/ IV ,4.1
2341,Agricultural and Forestry Scientists,Certificate III/ IV ,6.1
2342,"Chemists, and Food and Wine Scientists",Certificate III/ IV ,2.5
2343,Environmental Scientists,Certificate III/ IV ,6.9
2344,"Geologists, Geophysicists and Hydrogeologists",Certificate III/ IV ,0.5
2345,Life Scientists,Certificate III/ IV ,1.3
2346,Medical Laboratory Scientists,Certificate III/ IV ,0.4
2347,Veterinarians,Certificate III/ IV ,1.3
2349,Other Natural and Physical Science Professionals,Certificate III/ IV ,1.1
2411,Early Childhood (Pre-primary School) Teachers,Certificate III/ IV ,3.4
2412,Primary School Teachers,Certificate III/ IV ,0.3
2413,Middle School Teachers,Certificate III/ IV ,1.5
2414,Secondary School Teachers,Certificate III/ IV ,0.3
2415,Special Education Teachers,Certificate III/ IV ,1.9
2421,University Lecturers and Tutors,Certificate III/ IV ,0.4
2422,Vocational Education Teachers,Certificate III/ IV ,22.2
2491,Education Advisers and Reviewers,Certificate III/ IV ,3.9
2492,Private Tutors and Teachers,Certificate III/ IV ,5.9
2493,Teachers of English to Speakers of Other Languages,Certificate III/ IV ,0.7
2511,Nutrition Professionals,Certificate III/ IV ,1.4
2512,Medical Imaging Professionals,Certificate III/ IV ,0.3
2513,Occupational and Environmental Health Professionals,Certificate III/ IV ,16.8
2514,Optometrists and Orthoptists,Certificate III/ IV ,0.6
2515,Pharmacists,Certificate III/ IV ,0.8
2519,Other Health Diagnostic and Promotion Professionals,Certificate III/ IV ,5.9
2521,Chiropractors and Osteopaths,Certificate III/ IV ,0.0
2522,Complementary Health Therapists,Certificate III/ IV ,1.2
2523,Dental Practitioners,Certificate III/ IV ,0.7
2524,Occupational Therapists,Certificate III/ IV ,0.2
2525,Physiotherapists,Certificate III/ IV ,0.2
2526,Podiatrists,Certificate III/ IV ,0.3
2527,Audiologists and Speech Pathologists \ Therapists,Certificate III/ IV ,0.3
2531,General Practitioners and Resident Medical Officers,Certificate III/ IV ,0.2
2532,Anaesthetists,Certificate III/ IV ,0.0
2533,Specialist Physicians,Certificate III/ IV ,0.1
2534,Psychiatrists,Certificate III/ IV ,0.1
2535,Surgeons,Certificate III/ IV ,0.3
2539,Other Medical Practitioners,Certificate III/ IV ,2.0
2541,Midwives,Certificate III/ IV ,0.2
2542,Nurse Educators and Researchers,Certificate III/ IV ,0.6
2543,Nurse Managers,Certificate III/ IV ,0.8
2544,Registered Nurses,Certificate III/ IV ,2.6
2611,ICT Business and Systems Analysts,Certificate III/ IV ,3.7
2612,Multimedia Specialists and Web Developers,Certificate III/ IV ,4.9
2613,Software and Applications Programmers,Certificate III/ IV ,2.2
2621,"Database and Systems Administrators, and ICT Security Specialists",Certificate III/ IV ,8.9
2631,Computer Network Professionals,Certificate III/ IV ,8.4
2632,ICT Support and Test Engineers,Certificate III/ IV ,6.8
2633,Telecommunications Engineering Professionals,Certificate III/ IV ,8.0
2711,Barristers,Certificate III/ IV ,0.9
2712,Judicial and Other Legal Professionals,Certificate III/ IV ,2.9
2713,Solicitors,Certificate III/ IV ,0.1
2721,Counsellors,Certificate III/ IV ,6.0
2722,Ministers of Religion,Certificate III/ IV ,5.5
2723,Psychologists and Psychotherapists,Certificate III/ IV ,0.2
2724,Social Professionals,Certificate III/ IV ,4.4
2725,Social Workers,Certificate III/ IV ,4.0
2726,"Welfare, Recreation and Community Arts Workers",Certificate III/ IV ,11.9
3111,Agricultural Technicians,Certificate III/ IV ,19.7
3112,Medical Technicians,Certificate III/ IV ,27.0
3113,Primary Products Inspectors,Certificate III/ IV ,24.3
3114,Science Technicians,Certificate III/ IV ,15.8
3121,"Architectural, Building and Surveying Technicians",Certificate III/ IV ,37.8
3122,Civil Engineering Draftspersons and Technicians,Certificate III/ IV ,18.6
3123,"Electrical Engineering Draftspersons, Technicians",Certificate III/ IV ,48.0
3124,"Electronic Engineering Draftspersons, Technicians",Certificate III/ IV ,35.3
3125,"Mechanical Engineering Draftspersons, Technicians",Certificate III/ IV ,32.4
3126,Safety Inspectors,Certificate III/ IV ,25.2
3129,Other Building and Engineering Technicians,Certificate III/ IV ,45.3
3131,ICT Support Technicians,Certificate III/ IV ,13.5
3132,Telecommunications Technical Specialists,Certificate III/ IV ,27.8
3211,Automotive Electricians,Certificate III/ IV ,75.9
3212,Motor Mechanics,Certificate III/ IV ,68.6
3221,"Metal Casting, Forging and Finishing Trades",Certificate III/ IV ,45.7
3222,Sheetmetal Trades Workers,Certificate III/ IV ,62.4
3223,Structural Steel and Welding Trades Workers,Certificate III/ IV ,66.1
3231,Aircraft Maintenance Engineers,Certificate III/ IV ,60.0
3232,Metal Fitters and Machinists,Certificate III/ IV ,75.4
3233,Precision Metal Trades Workers,Certificate III/ IV ,55.0
3234,Toolmakers and Engineering Patternmakers,Certificate III/ IV ,59.0
3241,Panelbeaters,Certificate III/ IV ,71.6
3242,Vehicle Body Builders and Trimmers,Certificate III/ IV ,53.4
3243,Vehicle Painters,Certificate III/ IV ,67.7
3311,Bricklayers and Stonemasons,Certificate III/ IV ,58.1
3312,Carpenters and Joiners,Certificate III/ IV ,67.1
3321,Floor Finishers,Certificate III/ IV ,40.0
3322,Painting Trades Workers,Certificate III/ IV ,51.7
3331,Glaziers,Certificate III/ IV ,56.1
3332,Plasterers,Certificate III/ IV ,46.6
3333,Roof Tilers,Certificate III/ IV ,50.6
3334,Wall and Floor Tilers,Certificate III/ IV ,49.5
3341,Plumbers,Certificate III/ IV ,72.7
3411,Electricians,Certificate III/ IV ,73.1
3421,Airconditioning and Refrigeration Mechanics,Certificate III/ IV ,69.2
3422,Electrical Distribution Trades Workers,Certificate III/ IV ,80.9
3423,Electronics Trades Workers,Certificate III/ IV ,36.5
3424,Telecommunications Trades Workers,Certificate III/ IV ,42.8
3511,Bakers and Pastrycooks,Certificate III/ IV ,38.4
3512,Butchers and Smallgoods Makers,Certificate III/ IV ,56.6
3513,Chefs,Certificate III/ IV ,37.3
3514,Cooks,Certificate III/ IV ,20.4
3611,Animal Attendants and Trainers,Certificate III/ IV ,24.2
3612,Shearers,Certificate III/ IV ,26.2
3613,Veterinary Nurses,Certificate III/ IV ,48.7
3621,Florists,Certificate III/ IV ,34.4
3622,Gardeners,Certificate III/ IV ,37.6
3623,Greenkeepers,Certificate III/ IV ,44.8
3624,Nurserypersons,Certificate III/ IV ,31.4
3911,Hairdressers,Certificate III/ IV ,72.0
3921,Print Finishers and Screen Printers,Certificate III/ IV ,38.1
3922,Graphic Pre-press Trades Workers,Certificate III/ IV ,39.3
3923,Printers,Certificate III/ IV ,47.9
3931,Canvas and Leather Goods Makers,Certificate III/ IV ,30.4
3932,Clothing Trades Workers,Certificate III/ IV ,13.5
3933,Upholsterers,Certificate III/ IV ,49.9
3941,Cabinetmakers,Certificate III/ IV ,62.9
3942,Wood Machinists and Other Wood Trades Workers,Certificate III/ IV ,38.7
3991,Boat Builders and Shipwrights,Certificate III/ IV ,53.9
3992,"Chemical, Gas, Petroleum and Power Plant Operators",Certificate III/ IV ,53.9
3993,"Gallery, Library and Museum Technicians",Certificate III/ IV ,11.8
3994,Jewellers,Certificate III/ IV ,37.0
3995,Performing Arts Technicians,Certificate III/ IV ,15.9
3996,Signwriters,Certificate III/ IV ,49.9
3999,Other Miscellaneous Technicians and Trades Workers,Certificate III/ IV ,31.7
4111,Ambulance Officers and Paramedics,Certificate III/ IV ,5.7
4112,"Dental Hygienists, Technicians and Therapists",Certificate III/ IV ,9.3
4113,Diversional Therapists,Certificate III/ IV ,41.0
4114,Enrolled and Mothercraft Nurses,Certificate III/ IV ,12.8
4115,Indigenous Health Workers,Certificate III/ IV ,37.4
4116,Massage Therapists,Certificate III/ IV ,6.1
4117,Welfare Support Workers,Certificate III/ IV ,20.8
4211,Child Carers,Certificate III/ IV ,22.2
4221,Education Aides,Certificate III/ IV ,36.3
4231,Aged and Disabled Carers,Certificate III/ IV ,36.6
4232,Dental Assistants,Certificate III/ IV ,38.4
4233,Nursing Support and Personal Care Workers,Certificate III/ IV ,36.0
4234,Special Care Workers,Certificate III/ IV ,21.3
4311,Bar Attendants and Baristas,Certificate III/ IV ,14.7
4312,Cafe Workers,Certificate III/ IV ,10.9
4313,Gaming Workers,Certificate III/ IV ,16.6
4314,Hotel Service Managers,Certificate III/ IV ,15.8
4315,Waiters,Certificate III/ IV ,9.9
4319,Other Hospitality Workers,Certificate III/ IV ,11.9
4411,Defence Force Members - Other Ranks,Certificate III/ IV ,25.6
4412,Fire and Emergency Workers,Certificate III/ IV ,38.9
4413,Police,Certificate III/ IV ,8.0
4421,Prison Officers,Certificate III/ IV ,45.1
4422,Security Officers and Guards,Certificate III/ IV ,23.6
4511,Beauty Therapists,Certificate III/ IV ,18.2
4512,Driving Instructors,Certificate III/ IV ,42.0
4513,Funeral Workers,Certificate III/ IV ,23.1
4514,"Gallery, Museum and Tour Guides",Certificate III/ IV ,15.4
4515,Personal Care Consultants,Certificate III/ IV ,7.8
4516,Tourism and Travel Advisers,Certificate III/ IV ,19.4
4517,Travel Attendants,Certificate III/ IV ,20.6
4518,Other Personal Service Workers,Certificate III/ IV ,17.6
4521,Fitness Instructors,Certificate III/ IV ,32.4
4522,Outdoor Adventure Guides,Certificate III/ IV ,24.1
4523,"Sports Coaches, Instructors and Officials",Certificate III/ IV ,10.7
4524,Sportspersons,Certificate III/ IV ,15.0
5111,"Contract, Program and Project Administrators",Certificate III/ IV ,14.0
5121,Office Managers,Certificate III/ IV ,18.2
5122,Practice Managers,Certificate III/ IV ,15.7
5211,Personal Assistants,Certificate III/ IV ,16.6
5212,Secretaries,Certificate III/ IV ,12.9
5311,General Clerks,Certificate III/ IV ,18.7
5321,Keyboard Operators,Certificate III/ IV ,16.8
